numerodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,sheet,pays,direction,value
33,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,exports,6,Angleterre,Bordeaux,58739
34,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,exports,6,Angleterre,Caën,24928
35,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,exports,6,Angleterre,Châlons,4314
36,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,exports,6,Angleterre,Flandre,466778
37,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,exports,6,Angleterre,Lyon,71190
38,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,exports,6,Angleterre,Paris,684583
39,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,exports,6,Angleterre,Roüen,44115
40,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,exports,6,Angleterre,Saint Quentin,6580
41,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,imports,7,Danemark,Amiens,102951
42,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,imports,7,Danemark,Bordeaux,723123
43,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,imports,7,Danemark,La Rochelle,398398
44,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,imports,7,Danemark,Marseille,61200
45,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,imports,7,Danemark,Montpellier,17960
46,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,imports,7,Danemark,Nantes,350338
47,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,imports,7,Danemark,Rennes,503558
48,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,imports,7,Danemark,Roüen,488466
49,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,exports,8,Danemark,Amiens,1806
50,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,exports,8,Danemark,Bayonne,127246
51,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,exports,8,Danemark,Bordeaux,753332
52,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,exports,8,Danemark,La Rochelle,653858
53,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,exports,8,Danemark,Marseille,1000892
54,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,exports,8,Danemark,Montpellier,943265
55,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,exports,8,Danemark,Nantes,233818
56,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,exports,8,Danemark,Paris,12037
57,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,exports,8,Danemark,Rennes,30682
58,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,exports,8,Danemark,Roüen,106512
59,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,imports,9,"Espagne, Canaries et Indes Occidentalles",Amiens,343885
60,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,imports,9,"Espagne, Canaries et Indes Occidentalles",Bayonne,5381850
61,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,imports,9,"Espagne, Canaries et Indes Occidentalles",Bordeaux,450181
62,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,imports,9,"Espagne, Canaries et Indes Occidentalles",Caën,9675
63,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,imports,9,"Espagne, Canaries et Indes Occidentalles",Marseille,4568892
64,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,imports,9,"Espagne, Canaries et Indes Occidentalles",Montpellier,496309
65,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,imports,9,"Espagne, Canaries et Indes Occidentalles",Nantes,192606
66,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,imports,9,"Espagne, Canaries et Indes Occidentalles",Narbonne,229828
67,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,imports,9,"Espagne, Canaries et Indes Occidentalles",Paris,9200
68,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,imports,9,"Espagne, Canaries et Indes Occidentalles",Rennes,133134
69,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,imports,9,"Espagne, Canaries et Indes Occidentalles",Roüen,3548387
70,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,imports,9,"Espagne, Canaries et Indes Occidentalles",Saint Quentin,11575
71,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,exports,10,"Espagne, Canaries et Indes Occidentalles",Amiens,2058734
72,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,exports,10,"Espagne, Canaries et Indes Occidentalles",Bayonne,11398044
73,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,exports,10,"Espagne, Canaries et Indes Occidentalles",Bordeaux,2084203
74,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,exports,10,"Espagne, Canaries et Indes Occidentalles",Caën,1575
75,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,exports,10,"Espagne, Canaries et Indes Occidentalles",Châlons,192575
76,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,exports,10,"Espagne, Canaries et Indes Occidentalles",Flandre,707063
77,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,exports,10,"Espagne, Canaries et Indes Occidentalles",Langres,2450
78,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,exports,10,"Espagne, Canaries et Indes Occidentalles",La Rochelle,55359
79,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,exports,10,"Espagne, Canaries et Indes Occidentalles",Lyon,3286990
80,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,exports,10,"Espagne, Canaries et Indes Occidentalles",Marseille,2211079
81,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,exports,10,"Espagne, Canaries et Indes Occidentalles",Montpellier,701054
82,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,exports,10,"Espagne, Canaries et Indes Occidentalles",Nantes,531102
83,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,exports,10,"Espagne, Canaries et Indes Occidentalles",Narbonne,1605103
84,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,exports,10,"Espagne, Canaries et Indes Occidentalles",Paris,1062785
85,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,exports,10,"Espagne, Canaries et Indes Occidentalles",Rennes,2071736
86,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,exports,10,"Espagne, Canaries et Indes Occidentalles",Roüen,99233
87,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,exports,10,"Espagne, Canaries et Indes Occidentalles",Saint Quentin,1187880
88,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,imports,11,Flandre Autrichienne,Amiens,75719
89,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,imports,11,Flandre Autrichienne,Bayonne,385760
90,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,imports,11,Flandre Autrichienne,Bordeaux,1615899
91,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,imports,11,Flandre Autrichienne,Charleville,27618
92,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,imports,11,Flandre Autrichienne,Flandre,12972444
93,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,imports,11,Flandre Autrichienne,La Rochelle,59646
94,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,imports,11,Flandre Autrichienne,Nantes,613731
95,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,imports,11,Flandre Autrichienne,Paris,5320
96,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,imports,11,Flandre Autrichienne,Rennes,913192
97,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,imports,11,Flandre Autrichienne,Roüen,2271466
98,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,imports,11,Flandre Autrichienne,Saint Quentin,139695
99,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,exports,12,Flandre Autrichienne,Amiens,482649
100,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,exports,12,Flandre Autrichienne,Bayonne,437548
101,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,exports,12,Flandre Autrichienne,Bordeaux,738244
102,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,exports,12,Flandre Autrichienne,Bourgogne,55117
103,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,exports,12,Flandre Autrichienne,Caën,2925
104,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,exports,12,Flandre Autrichienne,Châlons,221603
105,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,exports,12,Flandre Autrichienne,Charleville,40231
106,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,exports,12,Flandre Autrichienne,Flandre,8892207
107,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,exports,12,Flandre Autrichienne,Langres,249
108,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,exports,12,Flandre Autrichienne,La Rochelle,455217
109,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,exports,12,Flandre Autrichienne,Lyon,1078355
110,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,exports,12,Flandre Autrichienne,Marseille,13587
111,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,exports,12,Flandre Autrichienne,Montpellier,926048
112,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,exports,12,Flandre Autrichienne,Nantes,1354965
113,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,exports,12,Flandre Autrichienne,Paris,482593
114,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,exports,12,Flandre Autrichienne,Rennes,463834
115,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,exports,12,Flandre Autrichienne,Roüen,709725
116,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,exports,12,Flandre Autrichienne,Saint Quentin,462804
117,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,imports,13,Geneve,Bourgogne,12540
118,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,imports,13,Geneve,Lyon,351840
119,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,exports,14,Geneve,Bordeaux,210833
120,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,exports,14,Geneve,Bourgogne,164447
121,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,exports,14,Geneve,Flandre,29886
122,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,exports,14,Geneve,La Rochelle,83704
123,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,exports,14,Geneve,Lyon,2063589
124,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,exports,14,Geneve,Marseille,1156
125,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,exports,14,Geneve,Montpellier,69263
126,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,exports,14,Geneve,Roüen,162141
127,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,exports,14,Geneve,Saint Quentin,6440
128,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,imports,15,Hollande,Amiens,1021676
129,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,imports,15,Hollande,Bayonne,775476
130,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,imports,15,Hollande,Bordeaux,5197642
131,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,imports,15,Hollande,Caën,538677
132,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,imports,15,Hollande,Flandre,1227984
133,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,imports,15,Hollande,La Rochelle,979990
134,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,imports,15,Hollande,Marseille,2029591
135,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,imports,15,Hollande,Montpellier,159099
136,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,imports,15,Hollande,Nantes,1672916
137,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,imports,15,Hollande,Paris,31879
138,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,imports,15,Hollande,Rennes,4732629
139,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,imports,15,Hollande,Roüen,5659210
140,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,imports,15,Hollande,Saint Quentin,767149
141,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,exports,16,Hollande,Amiens,65139
142,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,exports,16,Hollande,Bayonne,346864
143,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,exports,16,Hollande,Bordeaux,5897465
144,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,exports,16,Hollande,Bourgogne,480
145,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,exports,16,Hollande,Caën,5540
146,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,exports,16,Hollande,Châlons,43460
147,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,exports,16,Hollande,Flandre,107460
148,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,exports,16,Hollande,La Rochelle,867710
149,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,exports,16,Hollande,Lyon,414201
150,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,exports,16,Hollande,Marseille,2755793
151,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,exports,16,Hollande,Montpellier,999818
152,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,exports,16,Hollande,Nantes,1955431
153,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,exports,16,Hollande,Paris,477586
154,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,exports,16,Hollande,Rennes,1786416
155,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,exports,16,Hollande,Roüen,3134965
156,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,exports,16,Hollande,Saint Quentin,912745
157,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,imports,17,Italie,Châlons,8230
158,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,imports,17,Italie,Marseille,13489292
159,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,imports,17,Italie,Montpellier,805883
160,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,imports,17,Italie,Nantes,165683
161,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,imports,17,Italie,Paris,42380
162,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,imports,17,Italie,Roüen,1324930
163,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,imports,17,Italie,Saint Quentin,21480
164,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,exports,18,Italie,Amiens,609338
165,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,exports,18,Italie,Bordeaux,1540070
166,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,exports,18,Italie,Bourgogne,432
167,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,exports,18,Italie,Caën,6994
168,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,exports,18,Italie,Châlons,486738
169,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,exports,18,Italie,Flandre,263186
170,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,exports,18,Italie,Langres,2050
171,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,exports,18,Italie,Lyon,6233787
172,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,exports,18,Italie,Marseille,4352997
173,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,exports,18,Italie,Montpellier,1093552
174,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,exports,18,Italie,Nantes,759848
175,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,exports,18,Italie,Narbonne,54600
176,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,exports,18,Italie,Paris,2240282
177,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,exports,18,Italie,Roüen,928350
178,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,exports,18,Italie,Saint Quentin,423640
179,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,imports,17,Naples et Sicile,Marseille,5901022
180,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,exports,18,Naples et Sicile,Marseille,565448
181,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,exports,18,Naples et Sicile,Saint Quentin,90636
182,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,imports,17,Genes,Marseille,2537646
183,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,imports,17,Genes,Narbonne,449
184,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,exports,18,Genes,Châlons,22455
185,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,exports,18,Genes,Marseille,1220973
186,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,exports,18,Genes,Nantes,39175
187,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,exports,18,Genes,Narbonne,26106
188,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,exports,18,Genes,Saint Quentin,66920
189,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,imports,17,Venise,Marseille,127500
190,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,exports,18,Venise,Paris,5586
191,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,imports,19,Levant,Châlons,4626
192,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,imports,19,Levant,Flandre,18477
193,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,imports,19,Levant,Marseille,23821552
194,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,exports,20,Levant,Flandre,756968
195,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,exports,20,Levant,Marseille,9858389
196,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,exports,20,Levant,Saint Quentin,2240
197,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,imports,21,Nord,Amiens,55492
198,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,imports,21,Nord,Bayonne,434873
199,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,imports,21,Nord,Bordeaux,2961762
200,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,imports,21,Nord,Caën,20000
201,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,imports,21,Nord,Châlons,11264
202,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,imports,21,Nord,La Rochelle,95400
203,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,imports,21,Nord,Marseille,361785
204,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,imports,21,Nord,Nantes,151963
205,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,imports,21,Nord,Rennes,497631
206,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,imports,21,Nord,Roüen,3645434
207,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,exports,22,Nord,Amiens,2880
208,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,exports,22,Nord,Bayonne,579312
209,Stephen Jackson,,National toutes directions sans produits/1780.csv,National toutes directions sans produits,1780,exports,22,Nord,Bordeaux,18118705
