numerodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,sheet,pays,direction,value
20,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,exports,4,"Allemagne, Lorraine et pais de Liege",Nantes,2937358
21,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,exports,4,"Allemagne, Lorraine et pais de Liege",Paris,2240827
22,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,exports,4,"Allemagne, Lorraine et pais de Liege",Rennes,3048
23,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,exports,4,"Allemagne, Lorraine et pais de Liege",Roüen,763393
24,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,exports,4,"Allemagne, Lorraine et pais de Liege",Saint Quentin,853626
25,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,imports,5,Angleterre,Amiens,540437
26,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,imports,5,Angleterre,Bordeaux,1837804
27,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,imports,5,Angleterre,Caën,19014
28,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,imports,5,Angleterre,Charleville,284
29,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,imports,5,Angleterre,La Rochelle,19080
30,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,imports,5,Angleterre,Marseille,141865
31,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,imports,5,Angleterre,Nantes,29534
32,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,imports,5,Angleterre,Paris,4226
33,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,imports,5,Angleterre,Rennes,157603
34,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,imports,5,Angleterre,Roüen,1044999
35,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,exports,6,Angleterre,Amiens,2615520
36,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,exports,6,Angleterre,Bayonne,1192
37,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,exports,6,Angleterre,Bordeaux,954138
38,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,exports,6,Angleterre,Bourgogne,2550
39,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,exports,6,Angleterre,Caën,32509
40,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,exports,6,Angleterre,Châlons,41802
41,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,exports,6,Angleterre,Flandre,731712
42,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,exports,6,Angleterre,La Rochelle,138449
43,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,exports,6,Angleterre,Lyon,51120
44,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,exports,6,Angleterre,Marseille,44032
45,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,exports,6,Angleterre,Montpellier,11226
46,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,exports,6,Angleterre,Nantes,5444
47,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,exports,6,Angleterre,Paris,603792
48,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,exports,6,Angleterre,Rennes,146707
49,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,exports,6,Angleterre,Roüen,569222
50,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,exports,6,Angleterre,Saint Quentin,4340
51,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,imports,7,Danemark,Amiens,106258
52,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,imports,7,Danemark,Bordeaux,293063
53,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,imports,7,Danemark,Caën,16885
54,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,imports,7,Danemark,La Rochelle,238956
55,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,imports,7,Danemark,Nantes,219802
56,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,imports,7,Danemark,Rennes,253099
57,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,imports,7,Danemark,Roüen,179424
58,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,exports,8,Danemark,Amiens,1626
59,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,exports,8,Danemark,Bayonne,33766
60,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,exports,8,Danemark,Bordeaux,1201042
61,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,exports,8,Danemark,La Rochelle,114116
62,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,exports,8,Danemark,Montpellier,702144
63,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,exports,8,Danemark,Nantes,326013
64,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,exports,8,Danemark,Paris,11794
65,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,exports,8,Danemark,Rennes,52834
66,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,exports,8,Danemark,Roüen,467904
67,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,imports,9,"Espagne, Canaries et Indes Occidentalles",Amiens,1154214
68,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,imports,9,"Espagne, Canaries et Indes Occidentalles",Bayonne,2946349
69,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,imports,9,"Espagne, Canaries et Indes Occidentalles",Bordeaux,1549256
70,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,imports,9,"Espagne, Canaries et Indes Occidentalles",La Rochelle,920498
71,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,imports,9,"Espagne, Canaries et Indes Occidentalles",Marseille,5942961
72,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,imports,9,"Espagne, Canaries et Indes Occidentalles",Montpellier,682648
73,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,imports,9,"Espagne, Canaries et Indes Occidentalles",Nantes,1165416
74,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,imports,9,"Espagne, Canaries et Indes Occidentalles",Narbonne,171040
75,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,imports,9,"Espagne, Canaries et Indes Occidentalles",Rennes,965093
76,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,imports,9,"Espagne, Canaries et Indes Occidentalles",Roüen,8789016
77,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,imports,9,"Espagne, Canaries et Indes Occidentalles",Saint Quentin,18128
78,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,exports,10,"Espagne, Canaries et Indes Occidentalles",Amiens,1726180
79,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,exports,10,"Espagne, Canaries et Indes Occidentalles",Bayonne,7998190
80,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,exports,10,"Espagne, Canaries et Indes Occidentalles",Bordeaux,662033
81,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,exports,10,"Espagne, Canaries et Indes Occidentalles",Châlons,119160
82,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,exports,10,"Espagne, Canaries et Indes Occidentalles",Flandre,329883
83,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,exports,10,"Espagne, Canaries et Indes Occidentalles",La Rochelle,456
84,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,exports,10,"Espagne, Canaries et Indes Occidentalles",Lyon,5340857
85,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,exports,10,"Espagne, Canaries et Indes Occidentalles",Marseille,4859290
86,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,exports,10,"Espagne, Canaries et Indes Occidentalles",Montpellier,759544
87,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,exports,10,"Espagne, Canaries et Indes Occidentalles",Nantes,3333890
88,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,exports,10,"Espagne, Canaries et Indes Occidentalles",Narbonne,431648
89,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,exports,10,"Espagne, Canaries et Indes Occidentalles",Paris,1384103
90,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,exports,10,"Espagne, Canaries et Indes Occidentalles",Rennes,1730532
91,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,exports,10,"Espagne, Canaries et Indes Occidentalles",Roüen,2004124
92,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,exports,10,"Espagne, Canaries et Indes Occidentalles",Saint Quentin,1716260
93,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,imports,11,Flandre Autrichienne,Amiens,566
94,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,imports,11,Flandre Autrichienne,Bayonne,13435
95,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,imports,11,Flandre Autrichienne,Caën,85435
96,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,imports,11,Flandre Autrichienne,Charleville,11463
97,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,imports,11,Flandre Autrichienne,Flandre,10500633
98,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,imports,11,Flandre Autrichienne,La Rochelle,5775
99,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,imports,11,Flandre Autrichienne,Nantes,565343
100,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,imports,11,Flandre Autrichienne,Paris,2837
101,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,imports,11,Flandre Autrichienne,Rennes,25259
102,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,imports,11,Flandre Autrichienne,Roüen,2047466
103,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,imports,11,Flandre Autrichienne,Saint Quentin,119735
104,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,exports,12,Flandre Autrichienne,Amiens,735847
105,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,exports,12,Flandre Autrichienne,Bayonne,131927
106,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,exports,12,Flandre Autrichienne,Bordeaux,1322196
107,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,exports,12,Flandre Autrichienne,Bourgogne,163590
108,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,exports,12,Flandre Autrichienne,Caën,12543
109,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,exports,12,Flandre Autrichienne,Châlons,227951
110,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,exports,12,Flandre Autrichienne,Charleville,20125
111,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,exports,12,Flandre Autrichienne,Flandre,11666568
112,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,exports,12,Flandre Autrichienne,La Rochelle,668162
113,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,exports,12,Flandre Autrichienne,Lyon,1091145
114,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,exports,12,Flandre Autrichienne,Montpellier,427776
115,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,exports,12,Flandre Autrichienne,Nantes,2034064
116,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,exports,12,Flandre Autrichienne,Paris,430891
117,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,exports,12,Flandre Autrichienne,Rennes,123527
118,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,exports,12,Flandre Autrichienne,Roüen,680520
119,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,exports,12,Flandre Autrichienne,Saint Quentin,368890
120,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,imports,13,Geneve,Bourgogne,9273
121,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,imports,13,Geneve,Lyon,565176
122,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,exports,14,Geneve,Bordeaux,1174365
123,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,exports,14,Geneve,Bourgogne,80863
124,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,exports,14,Geneve,Caën,525
125,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,exports,14,Geneve,Châlons,810
126,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,exports,14,Geneve,Flandre,22062
127,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,exports,14,Geneve,Langres,3660
128,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,exports,14,Geneve,La Rochelle,14160
129,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,exports,14,Geneve,Lyon,1786578
130,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,exports,14,Geneve,Marseille,596
131,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,exports,14,Geneve,Montpellier,12129
132,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,exports,14,Geneve,Roüen,154814
133,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,exports,14,Geneve,Saint Quentin,40040
134,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,exports,15,Hollande,Amiens,1245510
135,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,exports,15,Hollande,Bayonne,1043001
136,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,exports,15,Hollande,Bordeaux,3419980
137,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,exports,15,Hollande,Caën,563886
138,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,exports,15,Hollande,Charleville,2048
139,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,exports,15,Hollande,Flandre,72880
140,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,exports,15,Hollande,La Rochelle,876821
141,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,exports,15,Hollande,Marseille,3533132
142,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,exports,15,Hollande,Montpellier,145368
143,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,exports,15,Hollande,Nantes,1737003
144,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,exports,15,Hollande,Paris,39333
145,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,exports,15,Hollande,Rennes,2901420
146,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,exports,15,Hollande,Roüen,6218340
147,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,exports,15,Hollande,Saint Quentin,267619
148,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,imports,16,Hollande,Amiens,85967
149,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,imports,16,Hollande,Bayonne,372029
150,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,imports,16,Hollande,Bordeaux,22101902
151,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,imports,16,Hollande,Caën,3893
152,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,imports,16,Hollande,Châlons,17562
153,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,imports,16,Hollande,Flandre,17748
154,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,imports,16,Hollande,La Rochelle,696691
155,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,imports,16,Hollande,Lyon,504665
156,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,imports,16,Hollande,Marseille,3353206
157,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,imports,16,Hollande,Montpellier,844869
158,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,imports,16,Hollande,Nantes,2340231
159,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,imports,16,Hollande,Paris,436473
160,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,imports,16,Hollande,Rennes,2551229
161,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,imports,16,Hollande,Roüen,2629651
162,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,imports,16,Hollande,Saint Quentin,246978
163,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,imports,17,Italie,Châlons,1580
164,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,imports,17,Italie,Lyon,1150
165,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,imports,17,Italie,Marseille,11578153
166,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,imports,17,Italie,Montpellier,1096991
167,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,imports,17,Italie,Nantes,201190
168,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,imports,17,Italie,Paris,340
169,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,imports,17,Italie,Roüen,3948715
170,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,exports,18,Italie,Amiens,460975
171,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,exports,18,Italie,Bordeaux,882443
172,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,exports,18,Italie,Caën,15637
173,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,exports,18,Italie,Châlons,401360
174,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,exports,18,Italie,Flandre,201255
175,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,exports,18,Italie,La Rochelle,375322
176,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,exports,18,Italie,Lyon,7703438
177,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,exports,18,Italie,Marseille,8422448
178,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,exports,18,Italie,Montpellier,991612
179,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,exports,18,Italie,Nantes,264950
180,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,exports,18,Italie,Narbonne,12562
181,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,exports,18,Italie,Rennes,68580
182,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,exports,18,Italie,Roüen,2519486
183,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,exports,18,Italie,Saint Quentin,457324
184,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,imports,17,Naples,Marseille,10667453
185,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,exports,18,Naples,Marseille,2372987
186,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,exports,18,Naples,Saint Quentin,126700
187,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,imports,17,Genes,Marseille,1747065
188,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,imports,17,Genes,Narbonne,401
189,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,exports,18,Genes,Châlons,5195
190,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,exports,18,Genes,Marseille,1886136
191,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,exports,18,Genes,Saint Quentin,58380
192,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,imports,17,Venise,Châlons,1700
193,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,imports,17,Venise,Marseille,74700
194,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,exports,18,Venise,Paris,6506
195,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,imports,19,Levant,Châlons,16260
196,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,imports,19,Levant,Marseille,18524075
197,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,exports,20,Levant,Flandre,1098261
198,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,exports,20,Levant,Marseille,16360973
199,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,exports,20,Levant,Paris,13449
200,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,exports,20,Levant,Rennes,116905
201,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,exports,20,Levant,Saint Quentin,1820
202,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,imports,21,Nord,Amiens,106854
203,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,imports,21,Nord,Bayonne,526667
204,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,imports,21,Nord,Bordeaux,3489887
205,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,imports,21,Nord,Châlons,242791
206,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,imports,21,Nord,La Rochelle,21293
207,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,imports,21,Nord,Marseille,1811404
208,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,imports,21,Nord,Nantes,296062
209,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,imports,21,Nord,Rennes,825016
210,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1778,imports,21,Nord,Roüen,2261363
