line_number,source_type,year,customs_region,customs_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,absurd_observation,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
14,Local,1753,Rennes,,Angleterre,Imports,Cordages,,,,,135576,livres,0.4,sources/Local/AD44_C716_Rennes_Imports_1753.csv,AD44 C716,1,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
15,Local,1753,Rennes,,Angleterre,Imports,Cuirs de bœuf en poil,,,,,200,pièces,21,sources/Local/AD44_C716_Rennes_Imports_1753.csv,AD44 C716,1,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
16,Local,1753,Rennes,,Angleterre,Imports,Etain ouvré,,,,,1800,livres,1.5,sources/Local/AD44_C716_Rennes_Imports_1753.csv,AD44 C716,2,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
17,Local,1753,Rennes,,Angleterre,Imports,Farine,,,,,3617,sacs,15,sources/Local/AD44_C716_Rennes_Imports_1753.csv,AD44 C716,2,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
18,Local,1753,Rennes,,Angleterre,Imports,Farine,,,,,208,barils,12,sources/Local/AD44_C716_Rennes_Imports_1753.csv,AD44 C716,2,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
19,Local,1753,Rennes,,Angleterre,Imports,Farine,,,,,96,boisseaux,0.8,sources/Local/AD44_C716_Rennes_Imports_1753.csv,AD44 C716,2,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
20,Local,1753,Rennes,,Angleterre,Imports,Fromages,,,,,620,livres,0.3,sources/Local/AD44_C716_Rennes_Imports_1753.csv,AD44 C716,2,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
21,Local,1753,Rennes,,Angleterre,Imports,Hardes neuves,,,1400,,7,caisses,,sources/Local/AD44_C716_Rennes_Imports_1753.csv,AD44 C716,2,,,,,Marion Merville & Jules Oudot,,valeur estimée,0,,,,,,,,,
22,Local,1753,Rennes,,Angleterre,Imports,Laine filée,,,,,2406,livres,3.5,sources/Local/AD44_C716_Rennes_Imports_1753.csv,AD44 C716,2,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
23,Local,1753,Rennes,,Angleterre,Imports,Laine non-filée,,,,,1752.5,livres,2.25,sources/Local/AD44_C716_Rennes_Imports_1753.csv,AD44 C716,2,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
24,Local,1753,Rennes,,Angleterre,Imports,Laine peignée,,,,,179,livres,1.25,sources/Local/AD44_C716_Rennes_Imports_1753.csv,AD44 C716,2,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
25,Local,1753,Rennes,,Angleterre,Imports,Laine salées,,,,,12,pièces,0.5,sources/Local/AD44_C716_Rennes_Imports_1753.csv,AD44 C716,2,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
26,Local,1753,Rennes,,Angleterre,Imports,Orges,,,,,700,qartuers,5,sources/Local/AD44_C716_Rennes_Imports_1753.csv,AD44 C716,2,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
27,Local,1753,Rennes,,Angleterre,Imports,Paumelle,,,,,1155,boisseaux,3,sources/Local/AD44_C716_Rennes_Imports_1753.csv,AD44 C716,2,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
28,Local,1753,Rennes,,Angleterre,Imports,Pierres à chaux,,,,,5,tonneaux,12,sources/Local/AD44_C716_Rennes_Imports_1753.csv,AD44 C716,2,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
29,Local,1753,Rennes,,Angleterre,Imports,Planches de sapin,,,,,40,pièces,2,sources/Local/AD44_C716_Rennes_Imports_1753.csv,AD44 C716,2,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
30,Local,1753,Rennes,,Angleterre,Imports,Ploc filé,,,,,351,livres,0.25,sources/Local/AD44_C716_Rennes_Imports_1753.csv,AD44 C716,2,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
31,Local,1753,Rennes,,Angleterre,Imports,Ploc non filé,,,,,413,livres,0.15,sources/Local/AD44_C716_Rennes_Imports_1753.csv,AD44 C716,2,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
32,Local,1753,Rennes,,Angleterre,Imports,Plomb en saumon,,,,,929794,livres,0.2,sources/Local/AD44_C716_Rennes_Imports_1753.csv,AD44 C716,2,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
33,Local,1753,Rennes,,Angleterre,Imports,Poil de bœuf,,,,,4153,livres,0.8,sources/Local/AD44_C716_Rennes_Imports_1753.csv,AD44 C716,2,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
34,Local,1753,Rennes,,Angleterre,Imports,Tabac,,,,,271,boucauds,120,sources/Local/AD44_C716_Rennes_Imports_1753.csv,AD44 C716,2,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
35,Local,1753,Rennes,,Dannemark,Imports,Anspects,,,,,99,douzaines,15,sources/Local/AD44_C716_Rennes_Imports_1753.csv,AD44 C716,2,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
36,Local,1753,Rennes,,Dannemark,Imports,Avirons,,,,,62,paires,2,sources/Local/AD44_C716_Rennes_Imports_1753.csv,AD44 C716,2,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
37,Local,1753,Rennes,,Dannemark,Imports,Bled fromen,,,,,14,barils,20,sources/Local/AD44_C716_Rennes_Imports_1753.csv,AD44 C716,2,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
38,Local,1753,Rennes,,Dannemark,Imports,Bled seigle,,,,,343,boisseaux,,sources/Local/AD44_C716_Rennes_Imports_1753.csv,AD44 C716,2,,,,,Marion Merville & Jules Oudot,,la valeur unitaire est donnée à 80 livres le tonneau,0,,,,,,,,,
39,Local,1753,Rennes,,Dannemark,Imports,Bois carré,,,,,872,pièces,10,sources/Local/AD44_C716_Rennes_Imports_1753.csv,AD44 C716,2,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
40,Local,1753,Rennes,,Dannemark,Imports,Bray gras,,,,,12.5,barils,22,sources/Local/AD44_C716_Rennes_Imports_1753.csv,AD44 C716,3,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
41,Local,1753,Rennes,,Dannemark,Imports,Espars,,,,,2,pièces,2.5,sources/Local/AD44_C716_Rennes_Imports_1753.csv,AD44 C716,3,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
42,Local,1753,Rennes,,Dannemark,Imports,Gaudron,,,,,797,barils,20,sources/Local/AD44_C716_Rennes_Imports_1753.csv,AD44 C716,3,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
43,Local,1753,Rennes,,Dannemark,Imports,Gaudron,,,,,13,tierçons,28,sources/Local/AD44_C716_Rennes_Imports_1753.csv,AD44 C716,3,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
44,Local,1753,Rennes,,Dannemark,Imports,Gaules de sapin,,,,,146,pièces,15,sources/Local/AD44_C716_Rennes_Imports_1753.csv,AD44 C716,3,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
45,Local,1753,Rennes,,Dannemark,Imports,Manches de gaffe,,,,,875,pièces,0.75,sources/Local/AD44_C716_Rennes_Imports_1753.csv,AD44 C716,3,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
46,Local,1753,Rennes,,Dannemark,Imports,Mats divers,,,,,169,pièces,100,sources/Local/AD44_C716_Rennes_Imports_1753.csv,AD44 C716,3,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
47,Local,1753,Rennes,,Dannemark,Imports,Mats pour chaloupe,,,,,56,pièces,50,sources/Local/AD44_C716_Rennes_Imports_1753.csv,AD44 C716,3,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
48,Local,1753,Rennes,,Dannemark,Imports,Petits mats,,,,,155,pièces,35,sources/Local/AD44_C716_Rennes_Imports_1753.csv,AD44 C716,3,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
49,Local,1753,Rennes,,Dannemark,Imports,Bouts de mats,,,,,48,pièces,8,sources/Local/AD44_C716_Rennes_Imports_1753.csv,AD44 C716,3,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
50,Local,1753,Rennes,,Dannemark,Imports,Maquereaux salés,,,,,34,bariques,65,sources/Local/AD44_C716_Rennes_Imports_1753.csv,AD44 C716,3,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
51,Local,1753,Rennes,,Dannemark,Imports,Maquereaux salés,,,,,14,quarts,9,sources/Local/AD44_C716_Rennes_Imports_1753.csv,AD44 C716,3,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
52,Local,1753,Rennes,,Dannemark,Imports,Orge,,,,,299,boisseaux,,sources/Local/AD44_C716_Rennes_Imports_1753.csv,AD44 C716,3,,,,,Marion Merville & Jules Oudot,,la valeur unitaire est donnée à 50 livres le tonneau,0,,,,,,,,,
53,Local,1753,Rennes,,Dannemark,Imports,Planches de chesne,,,,,10960,pièces,2.5,sources/Local/AD44_C716_Rennes_Imports_1753.csv,AD44 C716,3,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
54,Local,1753,Rennes,,Dannemark,Imports,Planches de sapin,,,,,123373,pièces,1,sources/Local/AD44_C716_Rennes_Imports_1753.csv,AD44 C716,3,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
55,Local,1753,Rennes,,Dannemark,Imports,Planches de sapin,,,,,1200.5,pièces,0.5,sources/Local/AD44_C716_Rennes_Imports_1753.csv,AD44 C716,3,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
56,Local,1753,Rennes,,Dannemark,Imports,Coutreaux de sapin,,,,,2121,pièces,3,sources/Local/AD44_C716_Rennes_Imports_1753.csv,AD44 C716,3,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
57,Local,1753,Rennes,,Dannemark,Imports,Rogue de morue,,,,,150,bariques,36,sources/Local/AD44_C716_Rennes_Imports_1753.csv,AD44 C716,3,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
58,Local,1753,Rennes,,Dannemark,Imports,Rogue de stocfiche,,,,,2818,barils,50,sources/Local/AD44_C716_Rennes_Imports_1753.csv,AD44 C716,3,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
59,Local,1753,Rennes,,Dannemark,Imports,Saumons salés,,,,,43,barils,40,sources/Local/AD44_C716_Rennes_Imports_1753.csv,AD44 C716,3,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
60,Local,1753,Rennes,,D'Espagne,Imports,Amandes,,,,,1,barils,18,sources/Local/AD44_C716_Rennes_Imports_1753.csv,AD44 C716,3,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
61,Local,1753,Rennes,,D'Espagne,Imports,Amandes,,,,,8,cabats,12,sources/Local/AD44_C716_Rennes_Imports_1753.csv,AD44 C716,3,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
62,Local,1753,Rennes,,D'Espagne,Imports,Avirons,,,,,342,traques,3,sources/Local/AD44_C716_Rennes_Imports_1753.csv,AD44 C716,3,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
63,Local,1753,Rennes,,D'Espagne,Imports,Capres,,,,,4,flacons,4,sources/Local/AD44_C716_Rennes_Imports_1753.csv,AD44 C716,3,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
64,Local,1753,Rennes,,D'Espagne,Imports,Charbon de terre,,,,,268,barils,6,sources/Local/AD44_C716_Rennes_Imports_1753.csv,AD44 C716,4,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
65,Local,1753,Rennes,,D'Espagne,Imports,Chocolas,,,,,118,livres,3.5,sources/Local/AD44_C716_Rennes_Imports_1753.csv,AD44 C716,4,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
66,Local,1753,Rennes,,D'Espagne,Imports,Citrons,,,,,10,caisses,10,sources/Local/AD44_C716_Rennes_Imports_1753.csv,AD44 C716,4,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
67,Local,1753,Rennes,,D'Espagne,Imports,Citrons,,,,,900,pièces,0.01,sources/Local/AD44_C716_Rennes_Imports_1753.csv,AD44 C716,4,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
68,Local,1753,Rennes,,D'Espagne,Imports,Coriandre,,,,,7,barils,0.6,sources/Local/AD44_C716_Rennes_Imports_1753.csv,AD44 C716,4,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
69,Local,1753,Rennes,,D'Espagne,Imports,Fer en barres,,,,,507488,livres,0.13,sources/Local/AD44_C716_Rennes_Imports_1753.csv,AD44 C716,4,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
70,Local,1753,Rennes,,D'Espagne,Imports,Figues,,,,,524,barils,12,sources/Local/AD44_C716_Rennes_Imports_1753.csv,AD44 C716,4,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
71,Local,1753,Rennes,,D'Espagne,Imports,Figues,,,,,1993,cabarets,4,sources/Local/AD44_C716_Rennes_Imports_1753.csv,AD44 C716,4,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
72,Local,1753,Rennes,,D'Espagne,Imports,Figues,,,,,131.5,livres,0.25,sources/Local/AD44_C716_Rennes_Imports_1753.csv,AD44 C716,4,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
73,Local,1753,Rennes,,D'Espagne,Imports,Fruis sec,,,,,1864,barils,16,sources/Local/AD44_C716_Rennes_Imports_1753.csv,AD44 C716,4,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
74,Local,1753,Rennes,,D'Espagne,Imports,Huile d'olive,,,,,300,livres,0.75,sources/Local/AD44_C716_Rennes_Imports_1753.csv,AD44 C716,4,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
75,Local,1753,Rennes,,D'Espagne,Imports,Jambons,,,,,120,pièces,0.5,sources/Local/AD44_C716_Rennes_Imports_1753.csv,AD44 C716,4,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
76,Local,1753,Rennes,,D'Espagne,Imports,Laine brute,,,,,46,livres,0.5,sources/Local/AD44_C716_Rennes_Imports_1753.csv,AD44 C716,4,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
77,Local,1753,Rennes,,D'Espagne,Imports,Liege,,,,,1200,livres,0.1,sources/Local/AD44_C716_Rennes_Imports_1753.csv,AD44 C716,4,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
78,Local,1753,Rennes,,D'Espagne,Imports,Liqueur,,,,,1,caisse,4,sources/Local/AD44_C716_Rennes_Imports_1753.csv,AD44 C716,4,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
79,Local,1753,Rennes,,D'Espagne,Imports,Olives,,,,,101,barils,12,sources/Local/AD44_C716_Rennes_Imports_1753.csv,AD44 C716,4,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
80,Local,1753,Rennes,,D'Espagne,Imports,Olives,,,,,1,caisse,24,sources/Local/AD44_C716_Rennes_Imports_1753.csv,AD44 C716,4,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
81,Local,1753,Rennes,,D'Espagne,Imports,Olives,,,,,570,cabats,12,sources/Local/AD44_C716_Rennes_Imports_1753.csv,AD44 C716,4,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
82,Local,1753,Rennes,,D'Espagne,Imports,Olives,,,,,55,potiches,1.5,sources/Local/AD44_C716_Rennes_Imports_1753.csv,AD44 C716,4,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
83,Local,1753,Rennes,,D'Espagne,Imports,Oranges,,,,,93,caisses,10,sources/Local/AD44_C716_Rennes_Imports_1753.csv,AD44 C716,4,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
84,Local,1753,Rennes,,D'Espagne,Imports,Oranges,,,,,900,livres,0.01,sources/Local/AD44_C716_Rennes_Imports_1753.csv,AD44 C716,4,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
85,Local,1753,Rennes,,D'Espagne,Imports,Piastre,,,,,117.25,marc,50,sources/Local/AD44_C716_Rennes_Imports_1753.csv,AD44 C716,4,,,,,Marion Merville & Jules Oudot,,""" marc et 2 onces "" ?",0,,,,,,,,,
86,Local,1753,Rennes,,D'Espagne,Imports,Piastre,,,,,500000,pièces,5.2,sources/Local/AD44_C716_Rennes_Imports_1753.csv,AD44 C716,4,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
87,Local,1753,Rennes,,D'Espagne,Imports,Pimens,,,,,1500,livres,0.5,sources/Local/AD44_C716_Rennes_Imports_1753.csv,AD44 C716,4,,,,,Marion Merville & Jules Oudot,,le baril pèse 50 livres,0,,,,,,,,,
88,Local,1753,Rennes,,D'Espagne,Imports,Raisin sec,,,,,1538,barils,20,sources/Local/AD44_C716_Rennes_Imports_1753.csv,AD44 C716,4,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
89,Local,1753,Rennes,,D'Espagne,Imports,Raisin sec,,,,,1003,cabats,5,sources/Local/AD44_C716_Rennes_Imports_1753.csv,AD44 C716,4,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
90,Local,1753,Rennes,,D'Espagne,Imports,Rozeaux,,,,,11000,pièces,0.06,sources/Local/AD44_C716_Rennes_Imports_1753.csv,AD44 C716,4,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
91,Local,1753,Rennes,,D'Espagne,Imports,Sirop de capilaire,,,,,1,caisse,100,sources/Local/AD44_C716_Rennes_Imports_1753.csv,AD44 C716,4,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
92,Local,1753,Rennes,,D'Espagne,Imports,Tabac d'espagne en poudre,,,,,18,livres,15,sources/Local/AD44_C716_Rennes_Imports_1753.csv,AD44 C716,5,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
93,Local,1753,Rennes,,D'Espagne,Imports,Vin d'Espagne,,,,,12,tonneaux,500,sources/Local/AD44_C716_Rennes_Imports_1753.csv,AD44 C716,5,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
94,Local,1753,Rennes,,D'Espagne,Imports,Vin d'Espagne,,,,,33.5,bariques,150,sources/Local/AD44_C716_Rennes_Imports_1753.csv,AD44 C716,5,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
95,Local,1753,Rennes,,D'Espagne,Imports,Vin d'Espagne,,,,,97,barils,40,sources/Local/AD44_C716_Rennes_Imports_1753.csv,AD44 C716,5,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
96,Local,1753,Rennes,,D'Espagne,Imports,Vin d'Espagne,,,,,51,bottes,250,sources/Local/AD44_C716_Rennes_Imports_1753.csv,AD44 C716,5,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
97,Local,1753,Rennes,,D'Espagne,Imports,Vin d'Espagne,,,17000,,,,,sources/Local/AD44_C716_Rennes_Imports_1753.csv,AD44 C716,5,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
98,Local,1753,Rennes,,D'Espagne,Imports,Vin de cap,,,,,152.5,bottes,200,sources/Local/AD44_C716_Rennes_Imports_1753.csv,AD44 C716,5,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
99,Local,1753,Rennes,,D'Espagne,Imports,Vin de xeres,,,,,590,piques,250,sources/Local/AD44_C716_Rennes_Imports_1753.csv,AD44 C716,5,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
100,Local,1753,Rennes,,D'Espagne,Imports,Vin de xeres,,,,,2,barils,40,sources/Local/AD44_C716_Rennes_Imports_1753.csv,AD44 C716,5,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
101,Local,1753,Rennes,,De hollande,Imports,Acier,,,,,118,barils,25,sources/Local/AD44_C716_Rennes_Imports_1753.csv,AD44 C716,5,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
102,Local,1753,Rennes,,De hollande,Imports,Acier,,,,,4450,livres,0.25,sources/Local/AD44_C716_Rennes_Imports_1753.csv,AD44 C716,5,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
103,Local,1753,Rennes,,De hollande,Imports,Aiguilles à voille,,,,,100,livres,5,sources/Local/AD44_C716_Rennes_Imports_1753.csv,AD44 C716,5,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
104,Local,1753,Rennes,,De hollande,Imports,Alun,,,,,3200,livres,0.2,sources/Local/AD44_C716_Rennes_Imports_1753.csv,AD44 C716,5,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
105,Local,1753,Rennes,,De hollande,Imports,Amidon,,,,,4,barils,40,sources/Local/AD44_C716_Rennes_Imports_1753.csv,AD44 C716,5,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
106,Local,1753,Rennes,,De hollande,Imports,Amidon,,,,,600,livres,0.2,sources/Local/AD44_C716_Rennes_Imports_1753.csv,AD44 C716,5,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
107,Local,1753,Rennes,,De hollande,Imports,Anabas,,,,,50,pièces,25,sources/Local/AD44_C716_Rennes_Imports_1753.csv,AD44 C716,5,,,,,Marion Merville & Jules Oudot,,"doute sur la quantité "" 11.50. """,0,,,,,,,,,
108,Local,1753,Rennes,,De hollande,Imports,Anis,,,,,100,livres,0.2,sources/Local/AD44_C716_Rennes_Imports_1753.csv,AD44 C716,5,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
109,Local,1753,Rennes,,De hollande,Imports,Argens vif,,,,,200,livres,4.5,sources/Local/AD44_C716_Rennes_Imports_1753.csv,AD44 C716,5,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
110,Local,1753,Rennes,,De hollande,Imports,Azur,,,,,866,livres,0.75,sources/Local/AD44_C716_Rennes_Imports_1753.csv,AD44 C716,5,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
111,Local,1753,Rennes,,De hollande,Imports,Bajutapeaux,,,,,261,pièces,22,sources/Local/AD44_C716_Rennes_Imports_1753.csv,AD44 C716,5,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
112,Local,1753,Rennes,,De hollande,Imports,Baleine coupée,,,,,95,livres,3.75,sources/Local/AD44_C716_Rennes_Imports_1753.csv,AD44 C716,5,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
113,Local,1753,Rennes,,De hollande,Imports,Bœuf salé,,,,,15,barils,0.15,sources/Local/AD44_C716_Rennes_Imports_1753.csv,AD44 C716,5,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
114,Local,1753,Rennes,,De hollande,Imports,Bierre,,,,,589,bariques,15,sources/Local/AD44_C716_Rennes_Imports_1753.csv,AD44 C716,5,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
115,Local,1753,Rennes,,De hollande,Imports,Bled fromens,,,,,2,leths,,sources/Local/AD44_C716_Rennes_Imports_1753.csv,AD44 C716,5,,,,,Marion Merville & Jules Oudot,,valeur unitaire manquante,0,,,,,,,,,
116,Local,1753,Rennes,,De hollande,Imports,Bled fromens,,,,,180,tonneaux,120,sources/Local/AD44_C716_Rennes_Imports_1753.csv,AD44 C716,5,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
117,Local,1753,Rennes,,De hollande,Imports,Bled seigle,,,,,183,leths,,sources/Local/AD44_C716_Rennes_Imports_1753.csv,AD44 C716,6,,,,,Marion Merville & Jules Oudot,,valeur unitaire manquante,0,,,,,,,,,
118,Local,1753,Rennes,,De hollande,Imports,Bled seigle,,,,,140,tonneaux,90,sources/Local/AD44_C716_Rennes_Imports_1753.csv,AD44 C716,6,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
119,Local,1753,Rennes,,De hollande,Imports,Bois de campeche,,,,,2175,livres,0.15,sources/Local/AD44_C716_Rennes_Imports_1753.csv,AD44 C716,6,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,
