numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,marchandises,pays,value,,,,doubleaccounts
666,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Articles réunis,Royaume d'Espagne,7900,,,,0
676,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Articles réunis,Royaume d'Espagne,800,,,,0
695,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Articles réunis,Royaume d'Espagne,73800,,,,0
704,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Articles réunis,Royaume de Portugal,400,,,,0
716,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Articles réunis,Royaume de Portugal,18000,,,,0
729,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Articles réunis,Royaume de Sardaigne,28200,,,,0
740,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Articles réunis,Royaume de Sardaigne,14700,,,,0
762,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Articles réunis,Royaume de Sardaigne,227200,,,,0
771,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Articles réunis,Royaume d'Italie,16800,,,,0
792,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Articles réunis,Royaume d'Italie,152000,,,,0
796,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Articles réunis,Naples et Sicile,13600,,,,0
798,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Articles réunis,Naples et Sicile,4400,,,,0
804,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Articles réunis,Naples et Sicile,4300,,,,0
809,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Articles réunis,Etats Romains,1300,,,,0
824,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Articles réunis,Angleterre,51400,,,,0
835,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Articles réunis,Angleterre,4500,,,,0
859,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Articles réunis,Angleterre,64900,,,,0
877,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Articles réunis,Royaume des Pays-Bas,137700,,,,0
892,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Articles réunis,Royaume des Pays-Bas,36000,,,,0
918,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Articles réunis,Royaume des Pays-Bas,330200,,,,0
933,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Articles réunis,Etats de l'Allemagne,83800,,,,0
947,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Articles réunis,Etats de l'Allemagne,24800,,,,0
974,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Articles réunis,Etats de l'Allemagne,326400,,,,0
989,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Articles réunis,Suisse,8800,,,,0
1003,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Articles réunis,Suisse,6300,,,,0
1026,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Articles réunis,Suisse,69200,,,,0
1035,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Articles réunis,Royaume de Prusse,18100,,,,0
1060,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Articles réunis,Royaume de Prusse,7700,,,,0
1062,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Articles réunis,Empire d'Autriche,500,,,,0
1069,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Articles réunis,Empire d'Autriche,7900,,,,0
1082,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Articles réunis,Villes Anséatiques,400,,,,0
1088,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Articles réunis,Royaume de Danemarck,4500,,,,0
1090,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Articles réunis,Royaume de Suède,1400,,,,0
1102,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Articles réunis,Royaume de Suède,40800,,,,0
1113,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Articles réunis,Empire de Russie,25900,,,,0
1119,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Articles réunis,Etats-Unis de l'Amérique,1700,,,,0
1126,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Articles réunis,Etats-Unis de l'Amérique,500,,,,0
1139,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Articles réunis,Etats-Unis de l'Amérique,10500,,,,0
1144,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Articles réunis,Empire Ottoman,5300,,,,0
1154,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Articles réunis,Empire Ottoman,112400,,,,0
1163,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Articles réunis,Port de Marseille,23700,,,,0
1169,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Articles réunis,Port de Marseille,3400,,,,0
1182,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Articles réunis,Port de Marseille,51700,,,,0
1183,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Articles réunis,Saint-Domingue,1500,,,,0
1189,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Articles réunis,Colonies françaises,4400,,,,0
1195,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Articles réunis,Colonies françaises,12900,,,,0
1203,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Articles réunis,Royaume d'Espagne,182800,,,,0
1212,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Articles réunis,Royaume de Portugal,17200,,,,0
1227,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Articles réunis,Royaume de Sardaigne,29000,,,,0
1245,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Articles réunis,Italie,20100,,,,0
1257,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Articles réunis,Naples et Sicile,3200,,,,0
1266,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Articles réunis,Angleterre,347400,,,,0
1286,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Articles réunis,Royaume des Pays-Bas,135200,,,,0
1303,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Articles réunis,Etats de l'Allemagne,26900,,,,0
1315,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Articles réunis,Suisse,21900,,,,0
1324,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Articles réunis,Royaume de Prusse,22600,,,,0
1328,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Articles réunis,Empire d'Autriche,9500,,,,0
1333,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Articles réunis,Villes Anséatiques,3500,,,,0
1341,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Articles réunis,Empire de Russie,4500,,,,0
1349,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Articles réunis,Etats-Unis de l'Amérique,10800,,,,0
1361,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Articles réunis,Empire Ottoman,38900,,,,0
1372,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Articles réunis,Port de Marseille,10300,,,,0
1379,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Articles réunis,Saint-Domingue,4900,,,,0
1385,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Articles réunis,Colonies françaises,67900,,,,0
1207,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Articles réunis de peu de valeur,Royaume d'Espagne,5100,,,,0
1218,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Articles réunis de peu de valeur,Royaume de Portugal,2100,,,,0
1235,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Articles réunis de peu de valeur,Royaume de Sardaigne,33200,,,,0
1252,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Articles réunis de peu de valeur,Italie,1400,,,,0
1276,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Articles réunis de peu de valeur,Angleterre,20500,,,,0
1295,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Articles réunis de peu de valeur,Royaume des Pays-Bas,28800,,,,0
1311,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Articles réunis de peu de valeur,Etats de l'Allemagne,12200,,,,0
1322,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Articles réunis de peu de valeur,Suisse,14400,,,,0
1325,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Articles réunis de peu de valeur,Royaume de Prusse,14900,,,,0
1331,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Articles réunis de peu de valeur,Empire d'Autriche,1200,,,,1
1336,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Articles réunis de peu de valeur,Villes Anséatiques,1800,,,,0
1338,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Articles réunis de peu de valeur,Royaume de Danemarck,900,,,,0
1340,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Articles réunis de peu de valeur,Royaume de Suède,700,,,,0
1342,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Articles réunis de peu de valeur,Empire de Russie,1600,,,,0
1355,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Articles réunis de peu de valeur,Etats-Unis de l'Amérique,1200,,,,0
1366,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Articles réunis de peu de valeur,Empire Ottoman,1500,,,,0
1377,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Articles réunis de peu de valeur,Port de Marseille,4600,,,,0
1381,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Articles réunis de peu de valeur,Saint-Domingue,1900,,,,0
1387,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Articles réunis de peu de valeur,Colonies françaises,37500,,,,0
109,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Avelanèdes,Royaume de Sardaigne,42100,,,,0
152,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Avelanèdes,Italie,48700,,,,0
218,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Avelanèdes,Angleterre,27000,,,,0
392,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Avelanèdes,Suisse,900,,,,0
603,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Avelanèdes,Port de Marseille,156900,,,,0
862,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Azur,Royaume des Pays-Bas,255400,,,,0
921,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Azur,Etats de l'Allemagne,131200,,,,0
977,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Azur,Suisse,1900,,,,0
1029,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Azur,Royaume de Prusse,8300,,,,0
219,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Baleine,Angleterre,679300,,,,0
281,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Baleine,Royaume des Pays-Bas,18500,,,,0
464,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Baleine,Villes Anséatiques,1000,,,,0
677,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Bâtiments de mer,Royaume d'Espagne,16200,,,,0
705,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Bâtiments de mer,Royaume de Portugal,7200,,,,0
741,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Bâtiments de mer,Royaume de Sardaigne,2100,,,,0
837,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Bâtiments de mer,Angleterre,4400,,,,0
894,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Bâtiments de mer,Royaume des Pays-Bas,5200,,,,0
1094,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Bâtiments de mer,Royaume de Suède,2700,,,,0
1108,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Bâtiments de mer,Empire de Russie,5200,,,,0
1127,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Bâtiments de mer,Etats-Unis de l'Amérique,25500,,,,0
1148,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Bâtiments de mer,Empire Ottoman,10700,,,,0
1185,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Bâtiments de mer,Saint-Domingue,22400,,,,0
1,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Bestiaux,Royaume d'Espagne,18300,,,Quantités par animaux : pas possible de calculer un prix unitaire,0
79,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Bestiaux,Royaume de Sardaigne,1074300,,,Quantités par animaux : pas possible de calculer un prix unitaire,0
188,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Bestiaux,Angleterre,400,,,Quantités par animaux : pas possible de calculer un prix unitaire,0
248,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Bestiaux,Royaume des Pays-Bas,7095100,,,Quantités par animaux : pas possible de calculer un prix unitaire,0
313,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Bestiaux,Etats de l'Allemagne,3949200,,,Quantités par animaux : pas possible de calculer un prix unitaire,0
365,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Bestiaux,Suisse,929100,,,Quantités par animaux : pas possible de calculer un prix unitaire,0
413,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Bestiaux,Royaume de Prusse,587100,,,Quantités par animaux : pas possible de calculer un prix unitaire,0
22,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Bêtes de somme,Royaume d'Espagne,21100,,,,0
63,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Bêtes de somme,Royaume de Portugal,1700,,,,0
100,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Bêtes de somme,Royaume de Sardaigne,413300,,,,0
210,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Bêtes de somme,Angleterre,263100,,,,0
272,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Bêtes de somme,Royaume des Pays-Bas,1195900,,,,0
333,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Bêtes de somme,Etats de l'Allemagne,161800,,,,0
383,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Bêtes de somme,Suisse,329700,,,,0
425,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Bêtes de somme,Royaume de Prusse,13300,,,,0
45,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Beurre,Royaume de Portugal,12100,"150,0786575773",quintaux métriques,,0
80,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Beurre,Royaume de Sardaigne,86500,"150,0786575773",quintaux métriques,,0
189,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Beurre,Angleterre,16700,"150,0786575773",quintaux métriques,,0
249,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Beurre,Royaume des Pays-Bas,354800,"150,0786575773",quintaux métriques,,0
314,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Beurre,Etats de l'Allemagne,91400,"150,0786575773",quintaux métriques,,0
366,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/1816.csv,Résumé,1816,Imports,Beurre,Suisse,1600,"150,0786575773",quintaux métriques,,0
